# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=decay_rads&rad_types=g).
# Только строки с непустыми start_level_energy/end_level_energy (нуклидные гамма-переходы, не характеристический рентген).
# Назначение: F_B в export_data.py._sum_peaks_with_fb() и в tools/enumerate_sum_peaks.py (аудит Б1/Б4, коммит df5d178). Список нуклидов — ОБЕ цепочки целиком (Th-232 и Ra-226), см. докстринг tools/fetch_conversion_coeff.py.
nuclide,E_keV,I_percent,level,conversion_coeff,unc_cc,multipolarity,source
Bi212,893.408,0.378,1620.738->727.330,0.0278,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,952.12,0.17,1679.450->727.330,0.019,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1073.6,0.016,1800.9->727.330,0.00642,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1078.62,0.564,1805.96->727.330,0.0169,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1512.7,0.29,1512.70->0.0,0.00344,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1620.5,1.47,1620.738->0.0,0.0062,,(M1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1679.7,0.058,1679.450->0.0,0.00291,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi212,1806.0,0.09,1805.96->0.0,0.00261,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Bi214,221.5,0.0027,1764.520->1543.370,0.7,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,230.0,0.0029,1994.639->1764.520,0.0585,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,252.79,0.0123,2017.315->1764.520,0.81,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,268.6,0.0159,1543.370->1274.765,0.0405,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,273.79,0.127,2482.460->2208.69,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,280.97,0.064,2728.617->2447.701,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,282.0,0.01,2826.82->2544.92,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,304.0,0.0259,2508.12->2204.103,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,304.43,0.034,1847.446->1543.370,0.3,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,333.37,0.064,1994.639->1661.282,0.02466,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,334.8,0.032,2423.25->2088.44,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,334.9,0.055,2482.460->2147.86,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,348.92,0.105,1764.520->1415.498,0.335,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,351.9,0.068,1729.613->1377.681,0.2,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,356.05,0.0068,2017.315->1661.282,0.0769,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,386.77,0.295,1764.520->1377.681,0.16,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,388.89,0.386,2118.535->1729.613,0.2497,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,394.04,0.0132,2482.460->2088.44,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,396.02,0.027,2604.68->2208.69,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,405.72,0.168,1015.041->609.318,0.0541,,(E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,428.07,0.0114,2192.536->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,452.91,0.03,2447.701->1994.639,0.1,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,454.8,0.291,1729.613->1274.765,0.01251,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,461.06,0.043,2204.103->1742.99,0.1581,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,469.76,0.132,1847.446->1377.681,0.09,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,474.43,0.097,2204.103->1729.613,0.09,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,485.93,0.023,2694.62->2208.69,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,486.6,0.022,2147.86->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,487.7,0.028,2482.460->1994.639,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,494.21,0.0109,2698.60->2204.103,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,496.89,0.0068,2508.12->2010.831,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,501.97,0.0182,2266.41->1764.520,0.08,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,519.9,0.0164,2728.617->2208.69,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,524.6,0.0168,2728.617->2204.103,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,528.3,0.007,1543.370->1015.041,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,536.78,0.065,2266.41->1729.613,0.07,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,542.81,0.073,2204.103->1661.282,0.06,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,547.21,0.034,2208.69->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,572.77,0.078,1847.446->1274.765,0.00779,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,595.24,0.0173,2010.831->1415.498,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,600.0,0.008,2719.26->2118.535,0.05,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,609.321,45.44,609.318->0.0,0.02038,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,615.76,0.055,1890.306->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,617.02,0.027,1994.639->1377.681,0.00672,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,626.4,0.0041,2893.60->2266.41,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,630.81,0.0164,2719.26->2088.44,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,631.2,0.0177,2360.97->1729.613,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,633.09,0.055,2010.831->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,634.77,0.0064,2482.460->1847.446,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,639.61,0.032,2017.315->1377.681,0.01832,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,649.2,0.055,2192.536->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,651.5,0.001818,2662.33->2010.831,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,658.76,0.014,2423.25->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,660.87,0.047,2204.103->1543.370,0.039,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,665.446,1.54,1274.765->609.318,0.00579,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,677.41,0.0055,2694.62->2017.315,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,683.21,0.082,2447.701->1764.520,0.00551,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,687.56,0.0068,2698.60->2010.831,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,693.1,0.0055,2423.25->1729.613,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,697.89,0.06,1712.93->1015.041,0.034,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,699.86,0.018,2694.62->1994.639,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,703.1,0.482,2118.535->1415.498,0.0519,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,704.96,0.047,2447.701->1742.99,0.00519,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,708.95,0.0123,2719.26->2010.831,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,710.69,0.0741,2088.44->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,719.86,0.409,1994.639->1274.765,0.01424,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,723.01,0.036,2266.41->1543.370,0.01411,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,733.81,0.04,2728.617->1994.639,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,740.77,0.0432,2118.535->1377.681,0.029,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,752.84,0.132,2482.460->1729.613,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,768.36,4.89,1377.681->609.318,0.01429,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,769.7,0.029,2147.86->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,786.35,0.32,2447.701->1661.282,0.00422,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,788.2,0.015,2204.103->1415.498,0.0385,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,806.179,1.262,1415.498->609.318,0.01127,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,814.92,0.039,2192.536->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,821.18,0.164,2482.460->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,826.41,0.105,2204.103->1377.681,0.022,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,832.37,0.028,1847.446->1015.041,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,840.4,0.01,2604.68->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,847.14,0.025,2694.62->1847.446,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,872.95,0.017,2147.86->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,878.02,0.011,2293.362->1415.498,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,904.35,0.073,2447.701->1543.370,0.00326,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,915.73,0.024,2293.362->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,917.7,0.005,2192.536->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,930.2,0.026,2694.62->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,934.056,3.094,1543.370->609.318,0.0228,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,934.1,0.049,2208.69->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,934.5,0.01,2698.60->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,938.65,0.013,2785.97->1847.446,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,939.6,0.02,2482.460->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,943.33,0.016,2604.68->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,949.8,0.005,2662.33->1712.93,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,952.2,0.0059,2694.62->1742.99,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,961.66,0.0105,2505.34->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,964.08,0.373,2728.617->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,965.0,0.01,2508.12->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,976.18,0.015,2719.26->1742.99,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,991.56,0.0095,2266.41->1274.765,0.00276,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1013.4,0.013,2860.93->1847.446,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1021.4,0.015,2785.97->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1032.39,0.064,2447.701->1415.498,0.00257,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1033.31,0.02,2694.62->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1038.0,0.0082,2802.54->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1038.0,0.0077,2698.60->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1045.73,0.021,2423.25->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1051.96,0.313,1661.282->609.318,0.012,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1058.1,0.008,2719.26->1661.282,0.012,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1062.4,0.013,2826.82->1764.520,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1067.4,0.025,2728.617->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1069.97,0.273,2447.701->1377.681,0.00241,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1087.4,0.015,2630.84->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1103.7,0.095,1712.93->609.318,0.011,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1104.68,0.076,2482.460->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1108.8,0.0068,2769.91->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1118.9,0.039,2662.33->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1120.294,14.9,1729.613->609.318,0.0144,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1130.38,0.037,2508.12->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1133.66,0.254,1742.99->609.318,0.00578,,(E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1155.21,1.634,1764.520->609.318,0.0127,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1155.6,0.015,2698.60->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1156.0,0.007,3003.4->1847.446,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
