# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=decay_rads&rad_types=g).
# Только строки с непустыми start_level_energy/end_level_energy (нуклидные гамма-переходы, не характеристический рентген).
# Назначение: F_B в export_data.py._sum_peaks_with_fb() и в tools/enumerate_sum_peaks.py (аудит Б1/Б4, коммит df5d178). Список нуклидов — ОБЕ цепочки целиком (Th-232 и Ra-226), см. докстринг tools/fetch_conversion_coeff.py.
nuclide,E_keV,I_percent,level,conversion_coeff,unc_cc,multipolarity,source
Pb212,238.632,43.6,238.632->0.0,0.872,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,300.087,3.30052,415.272->115.183,0.464,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,415.2,0.01308,415.272->0.0,0.192,,(M1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb214,53.2256,1.073529,53.2260->0.0,12.2,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,196.2,0.068175,258.869->62.68,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,205.68,0.0113625,258.869->53.2260,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,241.995,7.26291,295.2236->53.2260,0.718,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,258.86,0.5313105,258.869->0.0,0.696,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,274.8,0.3358755,533.672->258.869,0.59,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,295.224,18.47088,295.2236->0.0,0.438,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,305.26,0.031815,838.994->533.672,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,314.32,0.074538,377.03->62.68,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,323.83,0.0286335,377.03->53.2260,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,351.932,35.7237,351.9323->0.0,0.257,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,462.01,0.2122515,838.994->377.03,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,480.43,0.3367845,533.672->53.2260,0.1303,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,487.11,0.432684,838.994->351.9323,0.01046,,(E1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,511.0,0.0149985,888.03->377.03,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,533.66,0.1804365,533.672->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,538.43,0.019089,797.30->258.869,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,543.82,0.049995,838.994->295.2236,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,580.13,0.3685995,838.994->258.869,0.00732,,(E1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,785.96,1.058985,838.994->53.2260,0.00406,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,839.06,0.580851,838.994->0.0,0.00359,,(E1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Po214,298.0,5.22e-05,1097.7->799.7,0.1194,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. SHAMSUZZOHA BASUNIA"
Po214,799.7,0.010353,799.7->0.0,0.01052,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. SHAMSUZZOHA BASUNIA"
Ra224,240.986,4.1,240.986->0,0.276,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=E. BROWNE and  J. K. TULI"
Ra224,292.7,0.0062,533.69->240.986,0.1487,,(E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=E. BROWNE and  J. K. TULI"
Ra224,404.2,0.0022,645.44->240.986,0.01719,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=E. BROWNE and  J. K. TULI"
Ra224,422.04,0.003,663.03->240.986,0.01567,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=E. BROWNE and  J. K. TULI"
Ra224,645.5,0.0054,645.44->0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=E. BROWNE and  J. K. TULI"
Ra226,34.81,6e-08,635.57->600.73,1300.0,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Ra226,186.211,3.565,186.206->0.0,0.677,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Ra226,262.27,0.005,448.48->186.206,0.2093,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Ra226,414.6,0.0003,600.73->186.206,0.01628,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Ra226,449.37,0.00019,635.57->186.206,0.01373,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Ra226,600.66,0.00049,600.73->0.0,0.00762,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Jun Chen et al. and "
Rn220,549.73,0.114,549.73->0,,,(E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=S. -C. WU"
Rn222,510.0,0.076,513->0.0,0.0306,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  M.S. Basunia and  Murray Martin et al. and "
Th228,74.4,0.00039204,290.32->215.985,38.5,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,84.373,1.188,84.373->0,21.2,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,131.613,0.127116,215.985->84.373,0.247,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,142.0,1.3068e-06,432.89->290.32,2.18,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,166.41,0.1008612,250.783->84.373,1.164,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,182.2,5.1084e-06,432.89->250.783,0.1127,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,205.93,0.0191268,290.32->84.373,0.0842,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,215.983,0.2468664,215.985->0,0.0752,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,228.5,1.782e-05,479.28->250.783,0.366,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,700.5,2.97e-06,916.39->215.985,0.00611,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,742.2,1.4256e-06,992.50->250.783,0.01624,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,832.0,1.4256e-05,916.39->84.373,0.01289,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,908.1,1.6632e-06,992.50->84.373,0.024,,[M1 E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th228,992.9,1.4256e-06,992.50->0,0.00913,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Balraj Singh and  Sukhjeet Singh"
Th232,63.81,0.263,63.810->0,82.0,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=KHALIFEH ABUSALEEM"
Th232,140.88,0.021,204.690->63.810,2.3,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=KHALIFEH ABUSALEEM"
Tl208,211.4,0.18,3919.78->3708.41,1.126,,M1(+E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,233.36,0.31,3708.41->3475.088,0.7,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,252.61,0.78,3960.93->3708.41,0.63,,M1(+E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,277.371,6.6,3475.088->3197.717,0.533,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,485.95,0.049,3960.93->3475.088,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,510.77,22.6,3708.41->3197.717,0.1027,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,583.187,85.0,3197.717->2614.529,0.0205,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,587.7,0.06,4296.28->3708.41,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,650.1,0.05,4125.28->3475.088,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,705.2,0.022,4180.38->3475.088,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,722.04,0.24,3919.78->3197.717,0.039,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,748.7,0.046,3946.42->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,763.13,1.79,3960.93->3197.717,0.0356,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,821.2,0.041,4296.28->3475.088,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,860.557,12.5,3475.088->2614.529,0.0264,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,883.3,0.031,4358.44->3475.088,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,927.6,0.125,4125.28->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,982.7,0.205,4180.38->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1093.9,0.43,3708.41->2614.529,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1125.7,0.005,4323.4->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1160.8,0.011,4358.44->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1185.2,0.017,4382.9->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1282.8,0.052,4480.5->3197.717,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1381.1,0.007,3995.6->2614.529,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1647.5,0.002,4262.0->2614.529,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,1744.0,0.002,4358.44->2614.529,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,2614.511,99.754,2614.529->0.0,0.00247,,E3,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,3197.7,0.007,3197.717->0.0,0.00333,,[E5],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,3475.1,0.003,3475.088->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,3708.4,0.004,3708.41->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
Tl208,3960.9,0.003,3960.93->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=M. J. MARTIN"
