nuclide,E_keV,I_percent,unc_I_percent,source,level,line_type
Ra224,645.5,0.0054,0.0009,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=gamma,645.44->0,gamma
Ra224,14.088,0.370883569840672,0.015569598472725604,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-L,,xray
Ra224,81.07,0.12928598739765335,0.0025931441566835636,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-KA2,,xray
Ra224,83.789,0.21327282645604315,0.004186304637012312,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-KA1,,xray
Ra224,94.878,0.0739615620820481,0.0018029056812580698,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-KpB1,,xray
Ra224,96.054,0.0976292619483035,0.0023509273036188896,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-KB,,xray
Ra224,97.53,0.02366769986625539,0.0006852779228465698,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=Xray-KpB2,,xray
Rn220,549.73,0.114,0.017,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=gamma,549.73->0,gamma
Rn220,13.292,0.00093472766244,0.00011476212938558816,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-L,,xray
Rn220,76.862,0.0005878983563053862,0.0000881593588089693,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-KA2,,xray
Rn220,79.29,0.0009790147482187947,0.0001467533342425862,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-KA1,,xray
Rn220,89.837,0.0003370476700807162,0.00005076234879338649,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-KpB1,,xray
Rn220,90.941,0.00044186949547581896,0.00006652809811354005,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-KB,,xray
Rn220,92.315,0.00010482182539510273,0.000015876783488962695,IAEA-NDS/ENSDF;decay=A;eval=S. -C. WU;cutoff=1-Mar-2007;type=Xray-KpB2,,xray
Pb212,42.11,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,47.91,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,48.56,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,52.91,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,56.72,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,115.183,0.596448,0.009213062900034928,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,115.183->0.0,gamma
Pb212,123.5,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,238.632->115.183,gamma
Pb212,164.2,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Pb212,176.68,0.05232,0.006122843783733176,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,415.272->238.632,gamma
Pb212,238.632,43.6,0.5307178534777213,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,238.632->0.0,gamma
Pb212,300.087,3.30052,0.04299242724015475,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,415.272->115.183,gamma
Pb212,415.2,0.01308,0.0021833002542023393,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,415.272->0.0,gamma
Pb212,12.904,13.675041642107743,0.5935201393942592,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-L,,xray
Pb212,74.815,10.027299973093202,0.17755540608529785,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KA2,,xray
Pb212,77.108,16.776476448206797,0.2886577667150119,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KA1,,xray
Pb212,87.388,5.746598313908116,0.13007389815555664,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KpB1,,xray
Pb212,88.458,7.505057397964,0.167428922776184,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KB,,xray
Pb212,89.784,1.7584590840558836,0.049090047800709934,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KpB2,,xray
Bi212,39.857,1.06,0.09,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,39.857->0.0,gamma
Bi212,120,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma;parent_level=239keV,1474->1354,gamma
Bi212,124.1,,,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,,gamma
Bi212,130,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,,gamma
Bi212,144.94,,,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,,gamma
Bi212,180.2,0.0032,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1800.9->1620.738,gamma
Bi212,223,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma;parent_level=239keV,1354->1131,gamma
Bi212,275,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma;parent_level=239keV,1749->1474,gamma
Bi212,288.2,0.337,0.003,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,328.04->39.857,gamma
Bi212,328.03,0.125,0.006,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,328.04->0.0,gamma
Bi212,404,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma;parent_level=239keV,1131->727,gamma
Bi212,433.7,0.017,0.003,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,473.4->39.857,gamma
Bi212,452.98,0.363,0.003,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,492.84->39.857,gamma
Bi212,473,0.05,0.004,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,473.4->0.0,gamma
Bi212,493.3,0.003594,0.000006,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,492.84->0.0,gamma
Bi212,576,0.0003594,0.0000006,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,621->39.857,gamma
Bi212,620,0.0010782,0.0000018,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,621->0.0,gamma
Bi212,727,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma;parent_level=239keV,727->0.0,gamma
Bi212,727.33,6.67,0.09,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,727.330->0.0,gamma
Bi212,785.37,1.102,0.013,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1512.70->727.330,gamma
Bi212,893.408,0.378,0.019,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1620.738->727.330,gamma
Bi212,952.12,0.17,0.03,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1679.450->727.330,gamma
Bi212,1073.6,0.016,0.0019,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1800.9->727.330,gamma
Bi212,1078.62,0.564,0.019,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1805.96->727.330,gamma
Bi212,1512.7,0.29,0.04,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1512.70->0.0,gamma
Bi212,1620.5,1.47,0.03,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1620.738->0.0,gamma
Bi212,1679.7,0.058,0.013,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1679.450->0.0,gamma
Bi212,1800.2,,,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1800.9->0.0,gamma
Bi212,1806,0.09,0.019,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=gamma,1805.96->0.0,gamma
Bi212,12.148,6.998779634612,0.6613177757538622,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-L,,xray
Bi212,13.292,0.0564357256645,0.002442799989475394,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-L,,xray
Bi212,70.832,0.054803366823264074,0.0010081110879413518,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KA2,,xray
Bi212,72.874,0.09251074750719797,0.001656352470903314,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KA1,,xray
Bi212,76.862,0.03896686351245052,0.0008525853325369812,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KA2,,xray
Bi212,79.29,0.06489069693996756,0.0013938536218234304,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KA1,,xray
Bi212,82.629,0.03146184245916576,0.0007321161101495621,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KpB1,,xray
Bi212,83.631,0.040806009669537985,0.0009364335215882475,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KB,,xray
Bi212,84.866,0.00934416721037223,0.0002683760103065048,IAEA-NDS/ENSDF;decay=A;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KpB2,,xray
Bi212,89.837,0.022340070211732954,0.000580280604983715,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KpB1,,xray
Bi212,90.941,0.0292878320475819,0.0007525027295968723,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KB,,xray
Bi212,92.315,0.006947761835848948,0.00021223902398034538,IAEA-NDS/ENSDF;decay=B-;eval=K. Auranen and E.A. McCutchan;cutoff=1-Aug-2020;type=Xray-KpB2,,xray
Tl208,211.4,0.18,0.01,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3919.78->3708.41,gamma
Tl208,233.36,0.31,0.01,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3708.41->3475.088,gamma
Tl208,252.61,0.78,0.02,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3960.93->3708.41,gamma
Tl208,277.371,6.6,0.3,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3475.088->3197.717,gamma
Tl208,485.95,0.049,0.004,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3960.93->3475.088,gamma
Tl208,510.77,22.6,0.2,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3708.41->3197.717,gamma
Tl208,583.187,85,0.3,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3197.717->2614.529,gamma
Tl208,587.7,0.06,0.02,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4296.28->3708.41,gamma
Tl208,650.1,0.05,0.02,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4125.28->3475.088,gamma
Tl208,705.2,0.022,0.004,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4180.38->3475.088,gamma
Tl208,722.04,0.24,0.04,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3919.78->3197.717,gamma
Tl208,748.7,0.046,0.003,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3946.42->3197.717,gamma
Tl208,763.13,1.79,0.03,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3960.93->3197.717,gamma
Tl208,808.3,0.03,0.007,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,,gamma
Tl208,821.2,0.041,0.004,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4296.28->3475.088,gamma
Tl208,835.9,0.076,0.011,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,,gamma
Tl208,860.557,12.5,0.1,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3475.088->2614.529,gamma
Tl208,883.3,0.031,0.003,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4358.44->3475.088,gamma
Tl208,927.6,0.125,0.011,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4125.28->3197.717,gamma
Tl208,982.7,0.205,0.008,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4180.38->3197.717,gamma
Tl208,1004,0.005,,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,,gamma
Tl208,1093.9,0.43,0.02,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3708.41->2614.529,gamma
Tl208,1125.7,0.005,0.002,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4323.4->3197.717,gamma
Tl208,1160.8,0.011,0.003,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4358.44->3197.717,gamma
Tl208,1185.2,0.017,0.005,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4382.9->3197.717,gamma
Tl208,1282.8,0.052,0.005,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4480.5->3197.717,gamma
Tl208,1381.1,0.007,0.003,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3995.6->2614.529,gamma
Tl208,1647.5,0.002,0.001,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4262.0->2614.529,gamma
Tl208,1744,0.002,0.001,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,4358.44->2614.529,gamma
Tl208,2614.511,99.754,0.004,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,2614.529->0.0,gamma
Tl208,3197.7,0.007,,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3197.717->0.0,gamma
Tl208,3475.1,0.003,,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3475.088->0.0,gamma
Tl208,3708.4,0.004,,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3708.41->0.0,gamma
Tl208,3960.9,0.003,,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=gamma,3960.93->0.0,gamma
Tl208,12.522,2.77,0.12,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-L,,xray
Tl208,72.805,2.05,0.04,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KA2,,xray
Tl208,74.97,3.45,0.07,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KA1,,xray
Tl208,84.986,1.18,0.03,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KpB1,,xray
Tl208,86.022,1.53,0.04,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KB,,xray
Tl208,87.301,0.356,0.011,IAEA-NDS/ENSDF;decay=B-;eval=M. J. MARTIN;cutoff=1-Jun-2007;type=Xray-KpB2,,xray
