# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Th228,153.962,1122.959->968.984,2-,2+,16.8,E1,,0.1757,0.0025,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,156.34,1588.347->1431.994,(4-),4+,11.3,E1,,0.169,0.002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,157.5,1893.003->1735.49,3+,4+,11,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,158.74,1804.672->1646.003,4+,3+,11.4,M1+E2,0.55,4.2,0.2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,161.6,1431.994->1270.08,4+,6+,0.36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,168.62,1344.142->1175.41,3-,2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,168.65,1928.49->1760.209,3+,2(+) 3(+),2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,170.6,1261.57->1091.048,4+,4+,36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,173.964,1153.487->979.522,2+,2+,15.5,M1+E2,1.2,2.2,0.9,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,178.14,1200.6->1022.542,3(+),(3)+,8,(E0),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,178.7,1122.959->944.205,2-,1-,2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,184.54,1153.487->968.984,2+,2+,31,E0+M1,,63.0,8,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,184.61,1944.904->1760.209,3+,2(+) 3(+),1.7,(M1),,3.26,0.05,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,191.349,378.195->186.838,6+,4+,100,E2,,0.776,0.011,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,199.41,1168.389->968.984,3-,2+,20.83,E1,,0.095,0.0014,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,199.8,1168.389->968.451,3-,4+,0.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,204.031,1226.58->1022.542,4-,(3)+,21,E1,,0.09,0.0013,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,206.3,1297.435->1091.048,(5-),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,209.253,396.094->186.838,3-,4+,34.2,E1,,0.0848,0.0012,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,214.6,1893.003->1678.42,3+,2+,6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,214.85,2010.15->1795.92,(2+),4+,49,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,214.9,1153.487->938.61,2+,0+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,216.3,1804.672->1588.347,4+,(4-),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,220.61,1944.904->1724.299,3+,2+,5.2,(M1),,1.98,0.03,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,223.8,1450.402->1226.58,4-,4-,43.4,M1+E2,-0.18,1.85,0.04,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,224.0,1168.389->944.205,3-,1-,6.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,225.23,920.77->695.45,9-,7-,24.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,229.3,1817.435->1588.347,4-,(4-),49,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,229.9,1646.003->1416.1,3+,(3-),4.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,231.4,1431.994->1200.6,4+,3(+),3.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,231.42,1175.41->944.205,2+,1-,2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,231.5,1200.6->968.984,3(+),2+,36,[M1+E2],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,236.0,1733.1->1497,12+,(13-),25,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,237.7,1944.904->1707.29,3+,(2 3-),8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,238.6,1838.1->1599.4,(15-),(14+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,239.1,1261.57->1022.542,4+,(3)+,54,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,244.3,622.5->378.195,8+,6+,100,E2,,0.326,0.005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,253.9,1899.955->1646.003,(2+),3+,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,255.2,1893.003->1638.284,3+,2+,3.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,255.9,1901.92->1646.003,(6+),3+,56,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,257.49,1431.994->1174.515,4+,(5+),0.64,(M1),,1.285,0.018,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,257.6,1497->1239.3,(13-),(12+),52,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,258.1,1226.58->968.451,4-,4+,4.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,258.1,1226.58->968.381,4-,2-,4.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,261.6,1899.955->1638.284,(2+),2+,48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,263.62,1431.994->1168.389,4+,3-,0.96,E1,,0.0497,0.0007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,268.9,1189.8->920.77,11-,9-,67,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,270.245,328.019->57.773,1-,2+,100,E1,,0.047,0.0007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,275.85,1450.402->1174.515,4-,(5+),2.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,278.2,1189.8->911.8,11-,(10+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,278.7,1153.487->874.535,2+,2+,71,(M1+E2),,0.6,0.5,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,278.7,1431.994->1153.487,4+,2+,0.71,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,282.01,1450.402->1168.389,4-,3-,60,M1+E2,-0.51,0.83,0.07,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,282.37,1226.58->944.205,4-,1-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,289.3,911.8->622.5,(10+),8+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,292.5,1261.57->968.984,4+,2+,36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,293.1,1261.57->968.451,4+,4+,46,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,298.3,920.77->622.5,9-,8+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,299.0,1643.131->1344.142,(2- 3-),3-,16,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,299.1,1944.904->1646.003,3+,3+,1.79,M1,,0.849,0.012,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,300.6,1490.2->1189.8,10+,11-,33,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,306.61,1944.904->1638.284,3+,2+,8.3,M1,,0.793,0.012,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,307.2,1497->1189.8,(13-),11-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,308.2,1724.299->1416.1,2+,(3-),23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,317.2,695.45->378.195,7-,6+,,[E1],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,321.646,1153.487->831.842,2+,0+,100,[E2],,0.137,0.002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,321.75,1965.05->1643.131,(2+),(2- 3-),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,326.04,1758.26->1431.994,2+ 3 4+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,326.1,1200.6->874.535,3(+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,327.3,1239.3->911.8,(12+),(10+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,327.45,1450.402->1122.959,4-,2-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,328.022,328.019->0,1-,0+,88.3,E1,,0.0305,0.0005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,332.37,519.208->186.838,5-,4+,100,E1,,0.0297,0.0005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,338.32,396.094->57.773,3-,2+,100,E1,,0.0285,0.0004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,340.98,1431.994->1091.048,4+,4+,8.8,E2+M1,-5.2,0.133,0.021,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,341.2,1838.1->1497,(15-),(13-),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,354.2,1580.92->1226.58,(2-),4-,43,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,354.21,1804.672->1450.402,4+,4-,2.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,354.5,1497.7->1143.16,(5-),5-,21,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,356.94,1531.49->1174.515,0+&3+,(5+),1.35,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,357.1,1431.994->1074.8,4+,4+,1.65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,359.36,1450.402->1091.048,4-,4+,4.19,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,359.6,1280.41->920.77,8+,9-,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,360.1,1599.4->1239.3,(14+),(12+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,367.04,1817.435->1450.402,4-,4-,41.5,M1(+E2),,0.484,0.007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,371.4,2209.5->1838.1,(17-),(15-),,[E2],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,372.2,1431.994->1059.928,4+,4-,0.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,372.57,2010.15->1638.284,(2+),2+,11,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,372.6,1804.672->1431.994,4+,4+,14.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,377.99,1531.49->1153.487,0+&3+,2+,2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,384.63,2022.82->1638.284,(2+),2+,33,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,387.0,1261.57->874.535,4+,2+,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,388.5,1987.9->1599.4,(16+),(14+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,389.1,1448.92->1059.928,3 4-,4-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,389.12,1928.49->1539.21,3+,2+,6.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,390.45,1450.402->1059.928,4-,4-,3.58,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,397.94,1937.18->1539.21,2+ 3 4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,399.0,2608.4->2209.5,(19-),(17-),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,399.8,1416.1->1016.386,(3-),3-,90,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,399.84,1743.902->1344.142,4+,3-,16.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,409.461,1431.994->1022.542,4+,(3)+,43.7,E2+M1,-5.4,0.08,0.004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,409.9,1105.38->695.45,6+,7-,89,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,412.6,2400.5->1987.9,(18+),(16+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,415.6,1431.994->1016.386,4+,3-,2.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,416.15,1760.209->1344.142,2(+) 3(+),3-,22.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,416.3,1539.21->1122.959,2+,2-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,416.5,1643.131->1226.58,(2- 3-),4-,33,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,419.4,1646.003->1226.58,3+,4-,0.65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,420.03,1588.347->1168.389,(4-),3-,5.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,425.0,1393.31->968.451,(1+ 2 3-),4+,64,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,427.9,1450.402->1022.542,4-,(3)+,4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,432.5,1448.92->1016.386,3 4-,3-,75,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,434.0,2834.4->2400.5,(20+),(18+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,434.01,1450.402->1016.386,4-,3-,5.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,440.44,1531.49->1091.048,0+&3+,4+,9.6,M1,,0.295,0.005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,442.9,1643.82->1200.6,4+,3(+),4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,444.0,1893.003->1448.92,3+,3 4-,31,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,444.9,1646.003->1200.6,3+,3(+),2.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,447.8,1416.1->968.451,(3-),4+,33,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,449.0,3283.4->2834.4,(22+),(20+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,449.2,1393.31->944.205,(1+ 2 3-),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,449.23,968.451->519.208,4+,5-,58,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,452.51,1431.994->979.522,4+,2+,0.45,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,457.35,1683.8->1226.58,(4-),4-,19.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,463.005,1431.994->968.984,4+,2+,100,E2,,0.0514,0.0008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,463.3,1431.994->968.451,4+,4+,7.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,465.4,1588.347->1122.959,(4-),2-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,470.2,1638.284->1168.389,2+,3-,2.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,470.6,1646.003->1175.41,3+,2+,3.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,471.77,1416.1->944.205,(3-),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,474.75,1643.131->1168.389,(2- 3-),3-,4.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,476.7,1925.21->1448.92,3+ 4+,3 4-,4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,477.1,1893.003->1416.1,3+,(3-),4.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
