# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Po214,598.5,2802.54->2204.102,,1+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,600.0,2719.26->2118.535,1+,1+,7,[M1+E2],,0.05,0.029,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,609.321,609.317->0,2+,0+,100,E2,,0.02038,0.00029,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,615.76,1890.306->1274.764,(2)+,3-,3.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,617.02,1994.639->1377.68,1-,2+,3.3,[E1],,0.00672,0.00009,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,626.4,2893.63->2266.4,(1 2+),2+,23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,630.81,2719.26->2088.44,1+,(1 2+),15.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,631.2,2360.97->1729.612,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,633.09,2010.83->1377.68,(2+),2+,4.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,634.77,2482.459->1847.446,(1- 2+),2+,1.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,639.61,2017.314->1377.68,0+,2+,1.33,[E2],,0.01832,0.00026,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,642.9,1982.3->1339.4,(7),(6+),100,D,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,649.2,2192.536->1543.369,(2)+,2+,7.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,651.5,2662.33->2010.83,(2+),(2+),2.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,658.76,2423.24->1764.52,(1 2+),1+,44,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,660.87,2204.102->1543.369,1+,2+,0.96,[M1+E2],,0.039,0.022,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,665.446,1274.764->609.317,3-,2+,100,E1,,0.00579,0.00008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,670.5,1685.5->1015.04,,(4+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,677.41,2694.62->2017.314,(1- 2+),0+,7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,683.21,2447.701->1764.52,1-,1+,5.3,[E1],,0.00551,0.00008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,687.56,2698.6->2010.83,(1 2)+,(2+),15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,693.1,2423.24->1729.612,(1 2+),2+,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,697.89,1712.92->1015.04,(3+),(4+),63,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,699.86,2694.62->1994.639,(1- 2+),1-,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,703.1,2118.535->1415.498,1+,0+,22.6,[M1],,0.0519,0.0007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,704.96,2447.701->1742.99,1-,0(+),3,[E1],,0.00519,0.00007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,708.95,2719.26->2010.83,1+,(2+),11.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,710.27,2423.24->1712.92,(1 2+),(3+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,710.69,2088.44->1377.68,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,719.86,1994.639->1274.764,1-,3-,51.1,E2,,0.01424,0.0002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,723.01,2266.4->1543.369,2+,2+,56,E2,,0.01411,0.0002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,733.81,2728.616->1994.639,(0+ 1 2),1-,10.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,740.77,2118.535->1377.68,1+,2+,2.03,[M1 E2],,0.029,0.016,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,752.84,2482.459->1729.612,(1- 2+),2+,29,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,768.36,1377.68->609.317,2+,2+,100,M1+E2,3.81,0.01429,0.00024,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,769.7,2147.86->1377.68,(1- 2+),2+,6.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,786.35,2447.701->1661.283,1-,2+,21,[E1],,0.00422,0.00006,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,788.2,2204.102->1415.498,1+,0+,0.3,[M1],,0.0385,0.0005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,806.179,1415.498->609.317,0+,2+,100,E2,,0.01127,0.00016,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,814.92,2192.536->1377.68,(2)+,2+,5.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,821.18,2482.459->1661.283,(1- 2+),2+,36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,826.41,2204.102->1377.68,1+,2+,2.1,[M1+E2],,0.022,0.012,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,832.37,1847.446->1015.04,2+,(4+),0.48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,840.4,2604.68->1764.52,(2+),1+,7.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,847.14,2694.62->1847.446,(1- 2+),2+,31,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,866.0,2630.84->1764.52,(1 2+),1+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,872.95,2147.86->1274.764,(1- 2+),3-,4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,878.02,2293.362->1415.498,(1+ 2+),0+,3.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,891.8,2604.68->1712.92,(2+),(3+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,904.35,2447.701->1543.369,1-,2+,4.7,[E1],,0.00326,0.00005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,915.73,2293.362->1377.68,(1+ 2+),2+,7.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,917.7,2192.536->1274.764,(2)+,3-,0.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,930.2,2694.62->1764.52,(1- 2+),1+,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,934.056,1543.369->609.317,2+,2+,100,M1+E2,0.37,0.0228,0.0025,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,934.1,2208.69->1274.764,(2- 3),3-,15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,934.5,2698.6->1764.52,(1 2)+,1+,21,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,938.65,2785.97->1847.446,(1 2+),2+,85,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,939.6,2482.459->1543.369,(1- 2+),2+,4.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,943.33,2604.68->1661.283,(2+),2+,12.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,949.8,2662.33->1712.92,(2+),(3+),7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,952.2,2694.62->1742.99,(1- 2+),0(+),7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,961.66,2505.34->1543.369,(1- 2+),2+,7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,964.08,2728.616->1764.52,(0+ 1 2),1+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,965.0,2508.12->1543.369,(0+),2+,21,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,965.0,2694.62->1729.612,(1- 2+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,976.18,2719.26->1742.99,1+,0(+),14.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,991.56,2266.4->1274.764,2+,3-,15,[E1],,0.00276,0.00004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1011.8,3022.3->2010.83,(2- 3 4+),(2+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1013.4,2860.93->1847.446,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1021.4,2785.97->1764.52,(1 2+),1+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1032.39,2447.701->1415.498,1-,0+,4.1,[E1],,0.00257,0.00004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1033.31,2694.62->1661.283,(1- 2+),2+,25,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1038.0,2698.6->1661.283,(1 2)+,2+,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1038.0,2802.54->1764.52,,1+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1045.73,2423.24->1377.68,(1 2+),2+,66,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1051.96,1661.283->609.317,2+,2+,29.9,[M1 E2],,0.012,0.006,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1058.1,2719.26->1661.283,1+,2+,8,[M1+E2],,0.012,0.006,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1062.4,2826.82->1764.52,(1 2+),1+,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1067.4,2728.616->1661.283,(0+ 1 2),2+,6.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1069.97,2447.701->1377.68,1-,2+,17.6,[E1],,0.00241,0.00003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1087.4,2630.84->1543.369,(1 2+),2+,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1103.7,1712.92->609.317,(3+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1104.68,2482.459->1377.68,(1- 2+),2+,16.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1108.8,2769.91->1661.283,(1 2+),2+,23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1118.9,2662.33->1543.369,(2+),2+,56,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1120.294,1729.612->609.317,2+,2+,100,M1+E2,0.37,0.0144,0.0012,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1130.38,2508.12->1377.68,(0+),2+,74,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1133.66,1742.99->609.317,0(+),2+,100,(E2),,0.00578,0.00008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1155.21,1764.52->609.317,1+,2+,10.69,M1+E2,0.48,0.0127,0.001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1155.6,2698.6->1543.369,(1 2)+,2+,34,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1156.0,3003.4->1847.446,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1167.26,2544.92->1377.68,,2+,40,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1173.01,2447.701->1274.764,1-,3-,3.5,[E2],,0.00542,0.00008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1206.4,3053.88->1847.446,(1 2+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1207.68,2482.459->1274.764,(1- 2+),3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1226.7,2604.68->1377.68,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1226.8,2769.91->1543.369,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1230.6,2505.34->1274.764,(1- 2+),3-,5.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1238.122,1847.446->609.317,2+,2+,100,M1,,0.01201,0.00017,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1253.14,2630.84->1377.68,(1 2+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1279.0,2940.67->1661.283,(1- 2+),2+,57,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1280.976,1890.306->609.317,(2)+,2+,100,M1,,0.01102,0.00015,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1284.0,2662.33->1377.68,(2+),2+,17.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1285.1,3014.1->1729.612,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1303.75,2719.26->1415.498,1+,0+,100,M1,,0.01054,0.00015,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1316.99,2694.62->1377.68,(1- 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1317.7,2860.93->1543.369,(1 2+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1321.5,2698.6->1377.68,(1 2)+,2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1329.94,2604.68->1274.764,(2+),3-,9.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1341.49,2719.26->1377.68,1+,2+,20,[M1+E2],,0.007,0.0028,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1351.0,2728.616->1377.68,(0+ 1 2),2+,1.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1353.0,3014.1->1661.283,(1 2+),2+,28,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1361.2,3022.3->1661.283,(2- 3 4+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1370.5,2785.97->1415.498,(1 2+),0+,67,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1377.669,1377.68->0,2+,0+,81.5,E2,,0.00404,0.00006,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1385.31,1994.639->609.317,1-,2+,100,D,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1387.5,2662.33->1274.764,(2+),3-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1392.5,2769.91->1377.68,(1 2+),2+,56,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1401.515,2010.83->609.317,(2+),2+,100,(M1+E2),1.6,0.0053,0.0008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1407.988,2017.314->609.317,0+,2+,100,(E2),,0.00389,0.00005,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1415.495,1415.498->0,0+,0+,,E0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1419.7,2694.62->1274.764,(1- 2+),3-,6.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1448.85,2826.82->1377.68,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1471.1,3014.1->1543.369,(1 2+),2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
Po214,1479.19,2088.44->609.317,(1 2+),2+,75,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Shaofei Zhu and E. A. McCutchan"
