nuclide,E_keV,I_percent,unc_I_percent,source,level,line_type
Am241,487.3,4.4e-07,0.0000000044,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,590.09->102.959,gamma
Am241,512.5,1.15e-06,0.00000023028732053675903,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,546.12->33.19632,gamma
Am241,514.0,2.58e-06,0.0000002712298656121777,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,514.20->0.0,gamma
Am241,522.06,9.5e-07,0.00000029015556172508566,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,597.99->75.900,gamma
Am241,529.17,4.6e-07,0.0000000046,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,853.39->324.421,gamma
Am241,545.4,7.4e-07,0.0000000074,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,546.12->0.0,gamma
Am241,563.05,7.4e-07,0.0000000074,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,721.961->158.500,gamma
Am241,573.94,1.25e-06,0.00000019041074024329617,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,799.82->226.005,gamma
Am241,586.59,1.31e-06,0.00000020042856582832698,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,646.03->59.54090,gamma
Am241,590.28,2.86e-06,0.0000002119385760072951,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,590.09->0.0,gamma
