cond,header,particle,flux_total,flux_lt0.5eV,flux_0.5eV-0.1MeV,flux_gt1MeV,flux_gt10MeV,Edep_dose_uSvph
28,"Year= 2014 Month= 2 Day= 15 Lat(deg)= 6.117600e+01 Lon(deg)= 7.551500e+01 Alti(m)= 1.100000e+04 g= -1.245000e+01",electron,8.3092e-01,0.0000e+00,4.0182e-02,6.3523e-01,3.6217e-01,3.2241e-01
28,"Year= 2014 Month= 2 Day= 15 Lat(deg)= 6.117600e+01 Lon(deg)= 7.551500e+01 Alti(m)= 1.100000e+04 g= -1.245000e+01",positron,3.9355e-01,0.0000e+00,4.2954e-04,3.8065e-01,2.9140e-01,2.8457e-01
28,"Year= 2014 Month= 2 Day= 15 Lat(deg)= 6.117600e+01 Lon(deg)= 7.551500e+01 Alti(m)= 1.100000e+04 g= -1.245000e+01",photon,2.9053e+01,0.0000e+00,1.1626e+01,5.7145e+00,2.2101e+00,6.1637e-01
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",neutron,1.0297e+00,3.8648e-02,3.7149e-01,4.7312e-01,3.0249e-01,6.7152e-01
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",proton,8.3275e-02,0.0000e+00,1.8889e-06,8.3251e-02,8.2567e-02,3.7989e-01
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",muplus,5.8755e-02,0.0000e+00,2.9415e-08,5.8754e-02,5.8670e-02,7.2100e-02
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",muminus,5.4952e-02,0.0000e+00,3.0330e-08,5.4950e-02,5.4864e-02,6.7573e-02
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",electron,5.5883e-01,0.0000e+00,2.7024e-02,4.2722e-01,2.4358e-01,2.1684e-01
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",positron,2.7228e-01,0.0000e+00,2.9717e-04,2.6335e-01,2.0160e-01,1.9688e-01
29,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -2.450000e+00",photon,1.8372e+01,0.0000e+00,7.3515e+00,3.6137e+00,1.3976e+00,3.8977e-01
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",neutron,6.9432e-01,2.5723e-02,2.3209e-01,3.4948e-01,2.4219e-01,5.0761e-01
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",proton,8.3275e-02,0.0000e+00,1.8889e-06,8.3251e-02,8.2567e-02,3.7989e-01
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",muplus,5.8755e-02,0.0000e+00,2.9415e-08,5.8754e-02,5.8670e-02,7.2100e-02
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",muminus,5.4952e-02,0.0000e+00,3.0330e-08,5.4950e-02,5.4864e-02,6.7573e-02
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",electron,5.5883e-01,0.0000e+00,2.7024e-02,4.2722e-01,2.4358e-01,2.1684e-01
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",positron,2.7228e-01,0.0000e+00,2.9717e-04,2.6335e-01,2.0160e-01,1.9688e-01
30,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 3.555000e+01 Lon(deg)= 1.397800e+02 Alti(m)= 1.100000e+04 g= -1.245000e+01",photon,1.8372e+01,0.0000e+00,7.3515e+00,3.6137e+00,1.3976e+00,3.8977e-01
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",neutron,1.6618e-02,5.1325e-04,6.0493e-03,7.1688e-03,4.0897e-03,9.2960e-03
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",proton,3.8502e-04,0.0000e+00,1.8641e-08,3.8480e-04,3.7914e-04,1.6386e-03
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",muplus,1.0034e-02,0.0000e+00,5.0621e-10,1.0034e-02,1.0031e-02,1.2362e-02
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",muminus,8.6254e-03,0.0000e+00,4.9193e-10,8.6253e-03,8.6226e-03,1.0639e-02
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",electron,3.7820e-03,0.0000e+00,1.8433e-04,2.8876e-03,1.6076e-03,1.4323e-03
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",positron,1.7663e-03,0.0000e+00,1.9897e-06,1.7057e-03,1.2948e-03,1.2419e-03
31,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 0.000000e+00 g= 1.000000e+01",photon,1.3439e-01,0.0000e+00,5.4948e-02,2.5820e-02,9.7892e-03,2.5933e-03
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",neutron,2.1135e-01,6.2973e-03,8.1502e-02,8.5790e-02,4.8688e-02,1.1240e-01
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",proton,6.3264e-03,0.0000e+00,2.2644e-07,6.3235e-03,6.2460e-03,2.7394e-02
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",muplus,1.8693e-02,0.0000e+00,2.5202e-09,1.8693e-02,1.8683e-02,2.3001e-02
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",muminus,1.6451e-02,0.0000e+00,2.3735e-09,1.6451e-02,1.6440e-02,2.0273e-02
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",electron,2.2883e-02,0.0000e+00,1.1163e-03,1.7278e-02,9.1670e-03,7.8502e-03
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",positron,1.0004e-02,0.0000e+00,1.2606e-05,9.6225e-03,7.0727e-03,6.6452e-03
32,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 3.000000e+03 g= 1.000000e+01",photon,8.5404e-01,0.0000e+00,3.3591e-01,1.7379e-01,6.2609e-02,1.6568e-02
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",neutron,1.1741e+00,3.4773e-02,4.5245e-01,4.7651e-01,2.6917e-01,6.2900e-01
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",proton,4.5884e-02,0.0000e+00,1.3419e-06,4.5867e-02,4.5398e-02,2.0129e-01
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",muplus,3.7658e-02,0.0000e+00,1.1053e-08,3.7658e-02,3.7610e-02,4.6429e-02
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",muminus,3.4293e-02,0.0000e+00,1.0971e-08,3.4292e-02,3.4243e-02,4.2373e-02
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",electron,1.4466e-01,0.0000e+00,7.0629e-03,1.0949e-01,5.8929e-02,5.0472e-02
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",positron,6.3654e-02,0.0000e+00,7.9453e-05,6.1269e-02,4.5104e-02,4.2008e-02
33,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 6.000000e+03 g= 1.000000e+01",photon,5.4574e+00,0.0000e+00,2.1516e+00,1.0967e+00,4.0501e-01,1.0892e-01
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",neutron,3.4678e+00,1.0199e-01,1.3297e+00,1.4114e+00,7.8936e-01,1.8784e+00
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",proton,1.7026e-01,0.0000e+00,4.2015e-06,1.7020e-01,1.6870e-01,7.5290e-01
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",muplus,7.0681e-02,0.0000e+00,4.5808e-08,7.0678e-02,7.0535e-02,8.7156e-02
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",muminus,6.4209e-02,0.0000e+00,4.7104e-08,6.4206e-02,6.4060e-02,7.9387e-02
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",electron,5.1849e-01,0.0000e+00,2.5144e-02,3.9492e-01,2.2024e-01,1.9290e-01
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",positron,2.3750e-01,0.0000e+00,2.7611e-04,2.2923e-01,1.7250e-01,1.6477e-01
34,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 9.000000e+03 g= 1.000000e+01",photon,1.8815e+01,0.0000e+00,7.4780e+00,3.7291e+00,1.4171e+00,3.8911e-01
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",neutron,4.4862e+00,1.3161e-01,1.7169e+00,1.8278e+00,1.0179e+00,2.4391e+00
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",proton,2.3744e-01,0.0000e+00,5.5313e-06,2.3737e-01,2.3538e-01,1.0531e+00
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",muplus,8.3163e-02,0.0000e+00,6.2626e-08,8.3160e-02,8.2977e-02,1.0252e-01
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",muminus,7.4968e-02,0.0000e+00,6.4341e-08,7.4964e-02,7.4782e-02,9.2675e-02
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",electron,7.0273e-01,0.0000e+00,3.4067e-02,5.3608e-01,3.0206e-01,2.6643e-01
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",positron,3.2757e-01,0.0000e+00,3.6900e-04,3.1650e-01,2.4026e-01,2.3204e-01
35,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.000000e+04 g= 1.000000e+01",photon,2.5107e+01,0.0000e+00,1.0012e+01,4.9568e+00,1.9007e+00,5.2597e-01
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",neutron,6.5580e+00,1.9151e-01,2.5012e+00,2.6754e+00,1.4765e+00,3.5878e+00
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",proton,4.0475e-01,0.0000e+00,8.4360e-06,4.0464e-01,4.0156e-01,1.7947e+00
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",muplus,1.0646e-01,0.0000e+00,9.0804e-08,1.0645e-01,1.0620e-01,1.3115e-01
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",muminus,9.4241e-02,0.0000e+00,8.8481e-08,9.4236e-02,9.3992e-02,1.1642e-01
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",electron,1.1124e+00,0.0000e+00,5.3452e-02,8.5317e-01,4.9365e-01,4.4519e-01
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",positron,5.3143e-01,0.0000e+00,5.6269e-04,5.1450e-01,3.9700e-01,3.9184e-01
36,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.200000e+04 g= 1.000000e+01",photon,3.8156e+01,0.0000e+00,1.5318e+01,7.4799e+00,2.9173e+00,8.1992e-01
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",neutron,7.5281e+00,2.1882e-01,2.8629e+00,3.0771e+00,1.6912e+00,4.1382e+00
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",proton,4.9446e-01,0.0000e+00,9.8055e-06,4.9433e-01,4.9072e-01,2.1967e+00
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",muplus,1.1493e-01,0.0000e+00,9.8642e-08,1.1492e-01,1.1465e-01,1.4153e-01
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",muminus,1.0078e-01,0.0000e+00,9.6029e-08,1.0077e-01,1.0051e-01,1.2444e-01
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",electron,1.2866e+00,0.0000e+00,6.1976e-02,9.8773e-01,5.7671e-01,5.2345e-01
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",positron,6.2997e-01,0.0000e+00,6.4138e-04,6.1068e-01,4.7607e-01,4.7640e-01
37,"Year= 2019 Month= 12 Day= 15 Lat(deg)= 5.597000e+01 Lon(deg)= 3.741000e+01 Alti(m)= 1.300000e+04 g= 1.000000e+01",photon,4.3525e+01,0.0000e+00,1.7555e+01,8.4934e+00,3.3469e+00,9.5084e-01
