E_keV,measured,baseline,apparent
2684.65,2.449980e-05,2.066445e-05,2.496434e-05
2687.72,2.613312e-05,2.024569e-05,2.489045e-05
2690.79,1.959984e-05,1.984733e-05,2.481639e-05
2693.86,2.776644e-05,1.947041e-05,2.474217e-05
2696.94,1.143324e-05,1.911563e-05,2.466777e-05
2700.01,2.123316e-05,1.878344e-05,2.459317e-05
2703.08,1.959984e-05,1.847396e-05,2.451836e-05
2706.16,1.306656e-05,1.818710e-05,2.444330e-05
2709.23,2.123316e-05,1.792254e-05,2.436795e-05
2712.31,2.449980e-05,1.767976e-05,2.429227e-05
2715.38,9.799918e-06,1.745805e-05,2.421618e-05
2718.46,1.469988e-05,1.725658e-05,2.413962e-05
2721.54,2.449980e-05,1.707302e-05,2.406181e-05
2724.62,2.939976e-05,1.690933e-05,2.398400e-05
2727.70,2.123316e-05,1.676273e-05,2.390542e-05
2730.78,1.143324e-05,1.663202e-05,2.382594e-05
2733.86,1.633320e-05,1.651602e-05,2.374546e-05
2736.94,2.123316e-05,1.641350e-05,2.366382e-05
2740.02,1.959984e-05,1.632323e-05,2.358091e-05
2743.10,9.799918e-06,1.624404e-05,2.349660e-05
2746.18,2.123316e-05,1.617474e-05,2.341077e-05
2749.27,1.306656e-05,1.611420e-05,2.332330e-05
2752.35,1.469988e-05,1.606134e-05,2.323409e-05
2755.44,2.286648e-05,1.601514e-05,2.314305e-05
2758.52,1.959984e-05,1.597436e-05,2.304946e-05
2761.61,1.306656e-05,1.593859e-05,2.295434e-05
2764.69,9.799918e-06,1.590685e-05,2.285749e-05
2767.78,1.959984e-05,1.587828e-05,2.275870e-05
2770.87,1.306656e-05,1.585219e-05,2.265801e-05
2773.96,1.633320e-05,1.582796e-05,2.255548e-05
2777.05,1.633320e-05,1.580505e-05,2.245121e-05
2780.14,1.633320e-05,1.578299e-05,2.234534e-05
2783.23,1.306656e-05,1.576138e-05,2.223802e-05
2786.32,1.306656e-05,1.573989e-05,2.212943e-05
2789.41,1.959984e-05,1.571827e-05,2.201979e-05
2792.50,9.799918e-06,1.569618e-05,2.190874e-05
2795.60,1.796652e-05,1.567363e-05,2.179717e-05
2798.69,8.166599e-06,1.565066e-05,2.168584e-05
2801.78,8.166599e-06,1.562712e-05,2.157448e-05
2804.88,2.613312e-05,1.560306e-05,2.146338e-05
2807.97,1.469988e-05,1.557853e-05,2.135283e-05
2811.07,2.613312e-05,1.555366e-05,2.124308e-05
2814.17,9.799918e-06,1.552859e-05,2.113441e-05
2817.26,6.533279e-06,1.550351e-05,2.102705e-05
2820.36,1.306656e-05,1.547862e-05,2.092123e-05
2823.46,8.166599e-06,1.545411e-05,2.081702e-05
2826.56,1.469988e-05,1.543003e-05,2.071389e-05
2829.66,1.796652e-05,1.540551e-05,2.061166e-05
