metric,value
n_events,100000000
n_hits_in_crystal,8640
n_overflow,4190
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,41233.68013
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
819,0,0
820,0,0
821,0,0
822,3,3e-08
823,1,1e-08
824,1,1e-08
825,0,0
826,2,2e-08
827,3,3e-08
828,2,2e-08
829,2,2e-08
830,2,2e-08
831,1,1e-08
832,2,2e-08
833,1,1e-08
834,1,1e-08
835,0,0
836,1,1e-08
837,2,2e-08
838,1,1e-08
839,0,0
840,0,0
841,1,1e-08
842,0,0
843,1,1e-08
844,3,3e-08
845,0,0
846,1,1e-08
847,1,1e-08
848,1,1e-08
849,2,2e-08
850,1,1e-08
851,0,0
852,1,1e-08
853,1,1e-08
854,0,0
855,2,2e-08
856,1,1e-08
857,2,2e-08
858,0,0
859,1,1e-08
860,1,1e-08
861,1,1e-08
862,1,1e-08
863,1,1e-08
864,0,0
865,1,1e-08
866,2,2e-08
867,1,1e-08
868,0,0
869,1,1e-08
870,2,2e-08
871,0,0
872,0,0
873,3,3e-08
874,1,1e-08
875,1,1e-08
876,2,2e-08
877,1,1e-08
878,2,2e-08
879,0,0
880,2,2e-08
881,2,2e-08
882,3,3e-08
883,2,2e-08
884,1,1e-08
885,2,2e-08
886,1,1e-08
887,2,2e-08
888,1,1e-08
889,1,1e-08
890,0,0
891,0,0
892,0,0
893,2,2e-08
894,2,2e-08
895,1,1e-08
896,1,1e-08
897,1,1e-08
898,1,1e-08
899,3,3e-08
900,1,1e-08
901,0,0
902,0,0
903,1,1e-08
904,2,2e-08
905,2,2e-08
906,2,2e-08
907,0,0
908,2,2e-08
909,0,0
910,2,2e-08
911,0,0
912,0,0
913,0,0
914,0,0
915,4,4e-08
916,1,1e-08
917,0,0
918,1,1e-08
919,3,3e-08
920,6,6e-08
921,1,1e-08
922,2,2e-08
923,1,1e-08
924,1,1e-08
925,2,2e-08
926,3,3e-08
927,0,0
928,1,1e-08
929,1,1e-08
930,1,1e-08
931,1,1e-08
932,2,2e-08
933,0,0
934,1,1e-08
935,0,0
936,2,2e-08
937,2,2e-08
938,1,1e-08
939,0,0
940,1,1e-08
941,0,0
942,3,3e-08
943,0,0
944,1,1e-08
945,1,1e-08
946,2,2e-08
947,0,0
948,2,2e-08
949,1,1e-08
950,2,2e-08
951,1,1e-08
952,1,1e-08
953,1,1e-08
954,0,0
955,0,0
956,1,1e-08
957,1,1e-08
958,1,1e-08
959,1,1e-08
960,0,0
961,4,4e-08
962,2,2e-08
963,1,1e-08
964,2,2e-08
965,0,0
966,0,0
967,3,3e-08
968,1,1e-08
969,0,0
970,1,1e-08
971,1,1e-08
972,3,3e-08
973,0,0
974,2,2e-08
975,1,1e-08
976,1,1e-08
977,2,2e-08
978,1,1e-08
979,0,0
980,3,3e-08
981,3,3e-08
982,0,0
983,2,2e-08
984,3,3e-08
985,2,2e-08
986,3,3e-08
987,2,2e-08
988,1,1e-08
989,2,2e-08
990,3,3e-08
991,3,3e-08
992,0,0
993,0,0
994,2,2e-08
995,2,2e-08
996,1,1e-08
997,3,3e-08
998,1,1e-08
999,1,1e-08
1000,1,1e-08
1001,0,0
1002,2,2e-08
1003,2,2e-08
1004,0,0
1005,2,2e-08
1006,2,2e-08
1007,3,3e-08
1008,1,1e-08
1009,0,0
1010,1,1e-08
1011,1,1e-08
1012,2,2e-08
1013,0,0
1014,4,4e-08
1015,2,2e-08
1016,0,0
1017,1,1e-08
1018,1,1e-08
1019,1,1e-08
1020,0,0
1021,1,1e-08
1022,3,3e-08
1023,0,0
1024,2,2e-08
1025,2,2e-08
1026,1,1e-08
1027,2,2e-08
1028,1,1e-08
1029,2,2e-08
1030,3,3e-08
1031,2,2e-08
1032,2,2e-08
1033,2,2e-08
1034,3,3e-08
1035,1,1e-08
1036,2,2e-08
1037,0,0
1038,1,1e-08
1039,1,1e-08
1040,0,0
1041,1,1e-08
1042,0,0
1043,1,1e-08
1044,1,1e-08
1045,1,1e-08
1046,4,4e-08
1047,2,2e-08
1048,1,1e-08
1049,0,0
1050,4,4e-08
1051,1,1e-08
1052,1,1e-08
1053,2,2e-08
1054,0,0
1055,2,2e-08
1056,0,0
1057,2,2e-08
1058,0,0
1059,2,2e-08
1060,3,3e-08
1061,1,1e-08
1062,2,2e-08
1063,0,0
1064,2,2e-08
1065,0,0
1066,1,1e-08
1067,1,1e-08
1068,3,3e-08
1069,1,1e-08
1070,2,2e-08
1071,1,1e-08
1072,0,0
1073,0,0
1074,0,0
1075,2,2e-08
1076,6,6e-08
1077,1,1e-08
1078,2,2e-08
1079,1,1e-08
1080,0,0
1081,1,1e-08
1082,0,0
1083,4,4e-08
1084,2,2e-08
1085,0,0
1086,1,1e-08
1087,1,1e-08
1088,3,3e-08
1089,1,1e-08
1090,2,2e-08
1091,2,2e-08
1092,1,1e-08
1093,0,0
1094,1,1e-08
1095,1,1e-08
1096,2,2e-08
1097,1,1e-08
1098,0,0
1099,0,0
1100,1,1e-08
1101,1,1e-08
1102,3,3e-08
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,1,1e-08
1108,0,0
1109,3,3e-08
1110,1,1e-08
1111,2,2e-08
1112,1,1e-08
1113,0,0
1114,1,1e-08
1115,2,2e-08
1116,2,2e-08
1117,0,0
1118,4,4e-08
1119,0,0
1120,0,0
1121,1,1e-08
1122,2,2e-08
1123,0,0
1124,4,4e-08
1125,1,1e-08
1126,1,1e-08
1127,3,3e-08
1128,3,3e-08
1129,2,2e-08
1130,0,0
1131,2,2e-08
1132,0,0
1133,0,0
1134,2,2e-08
1135,1,1e-08
1136,1,1e-08
1137,0,0
1138,1,1e-08
1139,0,0
1140,1,1e-08
1141,2,2e-08
1142,1,1e-08
1143,2,2e-08
1144,1,1e-08
1145,1,1e-08
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,1,1e-08
1152,1,1e-08
1153,0,0
1154,1,1e-08
1155,2,2e-08
1156,0,0
1157,1,1e-08
1158,0,0
1159,1,1e-08
1160,1,1e-08
1161,1,1e-08
1162,2,2e-08
1163,1,1e-08
1164,2,2e-08
1165,1,1e-08
1166,0,0
1167,1,1e-08
1168,4,4e-08
1169,1,1e-08
1170,0,0
1171,3,3e-08
1172,2,2e-08
1173,1,1e-08
1174,3,3e-08
1175,2,2e-08
1176,3,3e-08
1177,1,1e-08
1178,1,1e-08
1179,3,3e-08
1180,0,0
1181,1,1e-08
1182,2,2e-08
1183,0,0
1184,0,0
1185,3,3e-08
1186,0,0
1187,1,1e-08
1188,3,3e-08
1189,0,0
1190,0,0
1191,1,1e-08
1192,1,1e-08
1193,1,1e-08
1194,2,2e-08
1195,2,2e-08
1196,4,4e-08
1197,0,0
1198,3,3e-08
1199,0,0
1200,2,2e-08
1201,0,0
1202,0,0
1203,0,0
1204,1,1e-08
1205,1,1e-08
1206,1,1e-08
1207,1,1e-08
1208,3,3e-08
1209,0,0
1210,1,1e-08
1211,2,2e-08
1212,0,0
1213,0,0
1214,3,3e-08
1215,0,0
1216,1,1e-08
1217,0,0
1218,2,2e-08
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,1,1e-08
1224,1,1e-08
1225,1,1e-08
1226,0,0
1227,0,0
1228,0,0
1229,2,2e-08
1230,1,1e-08
1231,4,4e-08
1232,0,0
1233,2,2e-08
1234,1,1e-08
1235,3,3e-08
1236,1,1e-08
1237,2,2e-08
1238,0,0
1239,4,4e-08
1240,0,0
1241,0,0
1242,1,1e-08
1243,0,0
1244,2,2e-08
1245,2,2e-08
1246,1,1e-08
1247,1,1e-08
1248,2,2e-08
1249,2,2e-08
1250,0,0
1251,0,0
1252,0,0
1253,1,1e-08
1254,1,1e-08
1255,2,2e-08
1256,3,3e-08
1257,1,1e-08
1258,3,3e-08
1259,0,0
1260,1,1e-08
1261,2,2e-08
1262,1,1e-08
1263,1,1e-08
1264,1,1e-08
1265,1,1e-08
1266,2,2e-08
1267,7,7e-08
1268,3,3e-08
1269,0,0
1270,1,1e-08
1271,2,2e-08
1272,0,0
1273,1,1e-08
1274,2,2e-08
1275,2,2e-08
1276,3,3e-08
1277,0,0
1278,0,0
1279,0,0
1280,2,2e-08
1281,0,0
1282,0,0
1283,0,0
1284,3,3e-08
1285,1,1e-08
1286,4,4e-08
1287,0,0
1288,2,2e-08
1289,0,0
1290,2,2e-08
1291,2,2e-08
1292,2,2e-08
1293,0,0
1294,3,3e-08
1295,1,1e-08
1296,2,2e-08
1297,0,0
1298,2,2e-08
1299,0,0
1300,1,1e-08
1301,0,0
1302,2,2e-08
1303,2,2e-08
1304,2,2e-08
1305,2,2e-08
1306,0,0
1307,0,0
1308,2,2e-08
1309,1,1e-08
1310,1,1e-08
1311,0,0
1312,1,1e-08
1313,1,1e-08
1314,1,1e-08
1315,1,1e-08
1316,1,1e-08
1317,1,1e-08
1318,1,1e-08
1319,3,3e-08
1320,1,1e-08
1321,2,2e-08
1322,0,0
1323,1,1e-08
1324,2,2e-08
1325,2,2e-08
1326,4,4e-08
1327,0,0
1328,1,1e-08
